115.30	-15.14	28.242	34.400
105.99	-8.00	28.397	33.400
126.82	-47.78	9.592	34.667
37.86	19.72	29.237	39.054
93.35	-31.21	18.348	35.562
94.84	-51.36	3.674	33.941
92.30	-34.77	17.234	35.489
41.34	-32.91	20.084	35.628
135.81	-49.81	8.095	34.224
76.99	-33.98	20.028	35.617
95.64	-40.19	12.937	34.970
95.61	-42.86	12.217	34.953
62.15	-6.10	29.356	35.001
50.50	-57.62	0.508	33.953
59.81	12.48	27.492	36.026
139.48	-38.70	14.524	35.320
42.29	-19.40	27.342	35.257
71.54	-14.11	26.926	35.008
54.16	-31.04	21.183	35.575
68.76	-51.76	9999.000	9999.000
95.45	-29.52	19.639	35.925
68.25	-10.63	28.314	34.827
84.26	-37.25	16.357	35.275
33.02	-30.12	25.414	35.266
101.90	-23.93	21.670	35.351
82.05	0.82	29.698	35.080
59.99	21.67	27.146	36.614
83.91	15.87	27.751	31.976
84.14	-7.93	27.928	34.302
67.81	6.31	29.492	35.893
86.48	-3.72	9999.000	9999.000
37.91	19.92	29.417	39.089
48.21	-30.21	23.127	35.393
36.67	-39.65	19.051	35.532
69.55	13.40	29.049	36.572
84.71	-17.69	26.044	34.913
62.32	-6.28	29.249	34.904
89.23	-19.22	25.395	34.827
43.41	-52.80	1.756	33.994
55.59	16.72	27.238	35.765
102.66	-31.62	17.888	35.908
143.67	-48.73	9.891	34.517
46.89	12.80	27.309	36.439
136.83	-42.41	13.042	34.994
98.35	-45.75	6.803	34.088
99.03	-54.00	1.927	34.011
84.71	14.42	0.199	0.703
111.81	-46.87	9.872	34.739
108.29	-45.31	10.052	34.780
82.22	-15.39	27.647	34.668
122.33	-48.92	7.718	34.346
83.20	-0.35	0.199	0.704
122.50	-63.72	-0.244	34.105
50.19	-19.93	27.032	35.132
36.88	23.05	28.207	39.710
45.07	-31.89	20.543	35.673
71.03	-52.70	2.044	33.857
87.01	-51.97	3.092	33.920
78.15	-20.95	24.702	35.169
100.15	-52.51	2.909	33.958
78.62	-45.68	8.777	33.997
65.49	19.44	27.561	36.649
86.26	-54.27	1.555	34.061
77.12	-20.46	25.200	35.134
86.59	-58.97	0.440	33.847
99.04	-18.54	24.354	34.612
71.34	9.94	29.463	36.344
56.48	-20.19	26.611	35.211
117.14	-40.89	12.312	34.960
106.32	-15.29	26.069	34.548
97.34	-55.87	2.556	34.005
104.46	-49.39	4.075	33.949
95.76	-49.70	5.151	34.041
135.29	-39.82	13.674	35.127
89.94	-27.35	21.440	35.703
135.62	-50.24	8.410	34.339
109.73	-42.11	10.929	34.765
110.69	-52.19	3.025	33.941
111.38	-12.37	28.081	34.472
95.39	-19.36	24.797	34.677
88.80	18.23	28.039	32.279
144.19	-47.75	11.015	34.599
58.07	12.05	28.179	37.304
68.37	12.93	28.783	36.825
41.12	-5.08	28.962	35.475
74.62	6.01	29.120	34.447
55.02	3.37	28.225	35.480
72.05	0.04	29.498	35.453
124.18	-55.62	3.179	33.919
114.20	-57.02	2.761	33.661
114.76	-37.70	15.034	35.452
54.60	12.61	27.861	36.030
71.05	-3.94	9999.000	9999.000
69.25	-28.61	23.221	35.789
92.11	-33.01	18.560	35.962
58.16	18.02	27.316	35.922
124.20	-52.68	5.294	34.062
58.09	2.12	29.274	35.564
85.73	4.34	29.694	33.976
56.50	-20.87	25.993	35.121
64.61	3.20	29.296	35.600
109.64	-34.18	17.334	35.778
52.30	-38.48	16.980	35.621
54.35	-9.28	28.785	29.056
111.80	-31.69	19.631	35.711
59.35	-25.20	25.264	35.194
72.28	-21.65	25.115	35.212
76.75	-26.17	24.024	35.532
138.23	-57.57	2.529	33.868
132.93	-48.93	9.460	34.596
45.19	-34.52	18.293	35.619
98.35	-12.62	26.975	34.337
86.17	-37.34	15.534	35.180
93.21	-16.04	25.886	34.591
41.08	-44.89	7.954	33.778
47.44	0.34	26.284	35.280
49.91	-6.14	28.852	35.277
43.32	-10.57	0.213	0.701
76.98	1.20	29.252	36.843
98.62	-1.72	29.221	33.643
82.04	-0.73	29.353	35.352
66.55	17.93	28.007	36.873
