115.30	-15.14	16.920	34.884
105.99	-8.00	13.046	34.593
126.82	-47.78	9.409	34.678
37.86	19.72	22.210	40.461
93.35	-31.21	12.315	35.142
94.84	-51.36	2.840	33.996
92.30	-34.77	14.883	35.614
41.34	-32.91	16.634	35.553
135.81	-49.81	7.352	34.326
76.99	-33.98	13.793	35.282
95.64	-40.19	11.020	34.899
95.61	-42.86	11.087	34.907
62.15	-6.10	13.222	35.109
50.50	-57.62	1.140	34.293
59.81	12.48	16.959	35.615
139.48	-38.70	11.941	35.163
42.29	-19.40	19.299	35.338
71.54	-14.11	17.031	35.107
54.16	-31.04	15.512	35.517
68.76	-51.76	1.616	33.922
95.45	-29.52	15.335	35.624
68.25	-10.63	13.955	35.039
84.26	-37.25	12.463	35.129
33.02	-30.12	17.910	35.581
101.90	-23.93	16.929	35.775
82.05	0.82	13.893	35.039
59.99	21.67	18.022	36.509
83.91	15.87	13.016	35.013
84.14	-7.93	13.308	34.727
67.81	6.31	14.190	35.208
86.48	-3.72	9999.000	9999.000
37.91	19.92	22.131	40.524
48.21	-30.21	15.244	35.440
36.67	-39.65	16.103	35.489
69.55	13.40	14.656	35.443
84.71	-17.69	19.822	35.592
62.32	-6.28	13.304	35.127
89.23	-19.22	19.602	35.731
43.41	-52.80	1.079	34.150
55.59	16.72	14.159	35.596
102.66	-31.62	12.935	35.261
143.67	-48.73	8.764	34.525
46.89	12.80	14.586	35.876
136.83	-42.41	10.769	34.925
98.35	-45.75	5.525	34.091
99.03	-54.00	1.318	34.071
84.71	14.42	3.984	14.070
111.81	-46.87	9.876	34.739
108.29	-45.31	10.018	34.774
82.22	-15.39	19.935	35.701
122.33	-48.92	7.021	34.309
83.20	-0.35	3.984	14.081
122.50	-63.72	1.673	34.673
50.19	-19.93	22.369	35.304
36.88	23.05	22.315	40.448
45.07	-31.89	15.574	35.493
71.03	-52.70	1.688	33.958
87.01	-51.97	1.478	34.074
78.15	-20.95	21.429	35.591
100.15	-52.51	1.866	34.001
78.62	-45.68	8.228	34.343
65.49	19.44	17.704	35.982
86.26	-54.27	1.583	34.256
77.12	-20.46	20.713	35.627
86.59	-58.97	0.419	34.162
99.04	-18.54	17.580	34.894
71.34	9.94	14.602	35.278
56.48	-20.19	19.314	35.670
117.14	-40.89	10.562	34.809
106.32	-15.29	18.372	35.512
97.34	-55.87	2.093	34.033
104.46	-49.39	3.200	33.978
95.76	-49.70	4.197	34.030
135.29	-39.82	11.505	35.076
89.94	-27.35	15.039	35.336
135.62	-50.24	7.109	34.294
109.73	-42.11	9.837	34.701
110.69	-52.19	1.993	34.137
111.38	-12.37	13.204	34.595
95.39	-19.36	19.659	35.727
88.80	18.23	14.068	34.967
144.19	-47.75	9.433	34.675
58.07	12.05	16.212	36.443
68.37	12.93	15.254	35.535
41.12	-5.08	12.409	35.095
74.62	6.01	14.687	35.124
55.02	3.37	13.709	35.291
72.05	0.04	13.400	35.155
124.18	-55.62	2.364	34.053
114.20	-57.02	2.519	34.123
114.76	-37.70	11.772	34.989
54.60	12.61	15.183	35.581
71.05	-3.94	13.674	35.032
69.25	-28.61	17.370	35.766
92.11	-33.01	15.133	35.564
58.16	18.02	15.940	35.702
124.20	-52.68	3.701	34.019
